Customer ID,frequency,recency,T,monetary_value,CLV_BGNBD,Units Sold,Revenue,CLV_Linear,CLV_DecisionTree,CLV_XGBoost,CLV_LightGBM,CLV_CatBoost,Segment,expected_orders_90D,expected_aov,expected_revenue_90D
7689,2.0,276.0,443.0,8.105,3.1609827583629726,14,25.240000000000002,3.119254027001296,3.1609827583629726,3.2179542,3.4272501243986238,3.0713370248140435,Low,0.3503377780704302,9.203264282541783,3.22425115974064
7693,0.0,0.0,211.0,0.0,,4,8.21,1.0498351450281018,1.0625347642413732,1.0002098,1.038762869581522,0.999436982302961,Low,0.18030496991893746,24.510042505126265,4.41928247659867
7694,1.0,270.0,714.0,14.08,1.5880249399230304,9,33.48,-0.12027589254759974,1.7334074706945475,1.6381112,1.8334763009696933,1.5323777302450985,Low,0.10525937882327664,15.388889033110406,1.6198249004055356
7695,0.0,0.0,357.0,0.0,,4,25.58,0.34448451981446837,0.6878891425254019,0.73678625,0.3499336480419241,0.6695384131140001,Low,0.12876528841928309,24.510042505126265,3.156042692341471
7696,4.0,644.0,652.0,8.6075,4.616705335779831,22,61.85,6.419796023304487,4.616705335779831,4.6073,4.489280034404786,4.655910725377809,Medium,0.5142019604064457,9.158247135743016,4.709188631085776
7698,0.0,0.0,204.0,0.0,,2,2.62,0.6638159724352066,1.0625347642413732,1.1995792,1.0641091294534575,1.0312800720370294,Low,0.1838360563868678,24.510042505126265,4.505829556016919
7700,3.0,180.0,230.0,9.726666666666667,8.390051212393681,18,41.86,8.08332883143585,9.600153631284462,9.404987,8.296856427821274,8.572809302765087,Medium,0.8227460007401721,10.401525856061674,8.557813799670237
7701,1.0,9.0,580.0,9.01,0.5725522056738719,5,13.93,-1.7623797099539695,0.5725522056738719,0.5893748,0.5518138640878815,0.6824203658121819,Low,0.053309561130783854,10.955134512897107,0.5840134130112483
7702,10.0,673.0,719.0,14.297,15.428107550051198,46,146.58,17.929084579459687,15.102983752928102,15.055799,15.527717470409916,14.346772011813634,High,1.0897255436789093,14.441484199135306,15.7372542204331
7703,0.0,0.0,227.0,0.0,,2,9.72,0.9026178411920687,1.0625347642413732,0.8898424,1.0488935959011434,0.7663361709738563,Low,0.17272314791610915,24.510042505126265,4.233451697043046
